topic,cutoff,id,slot,label,parent,count,doc_frac,first_seen,recent_count,background,emerging,variants
llm_long_context,2025-06,problem:context utilization,problem,context utilization,context utilization,3,0.0094,2024-10-31,2,False,False,long-context recall failure | long-context retrieval failure | long-context underutilization
llm_long_context,2025-06,problem:data quality,problem,data quality,data quality,3,0.0094,2024-10-31,1,False,False,data diversity for large language model | data redundancy for large language model | inconsistent documentation | synthesized data quality degradation
llm_long_context,2025-06,problem:data scarcity,problem,data scarcity,data scarcity,3,0.0094,2024-10-31,1,False,False,context length insufficiency | high-quality instruction data scarcity | limited training data for pretraining
llm_long_context,2025-06,problem:inference cost,problem,inference cost,inference cost,3,0.0094,2024-10-31,2,False,False,high prefill computation cost | inference cost growth with context | long inference-time computation
llm_long_context,2025-06,problem:memory constraint,problem,memory constraint,memory constraint,3,0.0094,2025-01-31,2,False,False,gpu memory limitation for long context | recurrent memory capacity limitation | runtime memory variation
llm_long_context,2025-06,problem:memory management,problem,memory management,memory management,3,0.0094,2024-12-31,1,False,False,kv cache storage heterogeneity | long-term memory management | static memory allocation across head
llm_long_context,2025-06,problem:quantization challenge,problem,quantization challenge,quantization challenge,3,0.0094,2025-02-28,2,False,False,low-bit weight quantization difficulty | outlier activation | rotary position embedding quantization difficulty
llm_long_context,2025-06,problem:resource constraint,problem,resource constraint,resource constraint,3,0.0094,2024-11-30,2,False,False,edge device constraint | gpu memory and bandwidth constraint | kv cache memory and compute bottleneck
llm_long_context,2025-06,problem:training efficiency,problem,training efficiency,training efficiency,3,0.0094,2025-01-31,2,False,False,long context training efficiency | prohibitively long training time | training efficiency imbalance
llm_long_context,2025-06,mechanism:adapter architecture,mechanism,adapter architecture,adapter architecture,2,0.0063,2025-02-28,1,False,False,activated low-rank adaptation | low-rank adaptation
llm_long_context,2025-06,mechanism:attention variant,mechanism,attention variant,attention variant,2,0.0063,2024-11-30,1,False,False,grouped latent attention | grouped-tied attention | pass-kv variant | pass-q variant
llm_long_context,2025-06,mechanism:benchmark,mechanism,benchmark,benchmark,2,0.0063,2025-03-31,2,False,True,heterogeneous multi-stage simulation | inference-time compute scaling
llm_long_context,2025-06,mechanism:benchmark design,mechanism,benchmark design,benchmark design,2,0.0063,2024-11-30,1,False,False,length-controllable data construction | task suite design
llm_long_context,2025-06,mechanism:cache prefetching,mechanism,cache prefetching,cache prefetching,2,0.0063,2025-02-28,1,False,False,asynchronous kv cache prefetching | cross-token critical cache prefetching
llm_long_context,2025-06,mechanism:chunking,mechanism,chunking,chunking,2,0.0063,2024-10-31,0,False,False,semantic coherence preserving chunking | variable-length chunking
llm_long_context,2025-06,mechanism:content filtering,mechanism,content filtering,content filtering,2,0.0063,2024-11-30,1,False,False,elementary discourse unit filtering | harmful content detection
llm_long_context,2025-06,mechanism:context handling,mechanism,context handling,context handling,2,0.0063,2024-10-31,1,False,False,context position alignment | noncontiguous context handling
llm_long_context,2025-06,mechanism:context length limitation,mechanism,context length limitation,context length limitation,2,0.0063,2025-01-31,1,False,False,context extension technique | long context scaling
llm_long_context,2025-06,mechanism:contrastive learning,mechanism,contrastive learning,contrastive learning,2,0.0063,2024-10-31,0,False,False,long-short context contrastive method | triplet correlation enforcement
llm_long_context,2025-06,mechanism:data generation,mechanism,data generation,data generation,2,0.0063,2025-02-28,1,False,False,problem generator for domain-plan tuple | synthetic create table generation
llm_long_context,2025-06,mechanism:data structure,mechanism,data structure,data structure,2,0.0063,2024-10-31,0,False,False,half-space reporting data structure | tree-structured context encoding
llm_long_context,2025-06,mechanism:evaluation format,mechanism,evaluation format,evaluation format,2,0.0063,2024-11-30,0,False,False,multiple-choice question answering | multiple-choice question format
llm_long_context,2025-06,mechanism:gating mechanism,mechanism,gating mechanism,gating mechanism,2,0.0063,2025-03-31,2,False,True,data-dependent multiplicative gating | sigmoid input gating
llm_long_context,2025-06,mechanism:gpu kernel,mechanism,gpu kernel,gpu kernel,2,0.0063,2025-02-28,1,False,False,shared-prefix attention kernel | specialized gemv kernel
llm_long_context,2025-06,mechanism:gradient computation,mechanism,gradient computation,gradient computation,2,0.0063,2025-01-31,1,False,False,sparse gradient propagation | truncated adjoint sharding
llm_long_context,2025-06,mechanism:graph retrieval,mechanism,graph retrieval,graph retrieval,2,0.0063,2024-10-31,0,False,False,graph of record | pagerank-based graph retrieval
llm_long_context,2025-06,mechanism:inference strategy,mechanism,inference strategy,inference strategy,2,0.0063,2025-04-30,2,False,True,chunk-based inference | self-consistency voting
